ranking_local_date,account_id,rank,symbol,rank_pct_change,run_found,run_id,trade_day_utc,started_at_utc,started_at_local,position_found,position_id,position_status,close_reason,entry_price,entry_fill_avg_price,exit_fill_avg_price,opened_at_utc,closed_at_utc,return_pct,return_basis
2026-03-06,acc04,6,GWEIUSDT,19.82,1,4d83445f-6332-4b4c-b11a-36cdb54a7345,2026-03-05,2026-03-05T23:40:13+00:00,2026-03-06T07:40:13+08:00,1,417,CLOSED_SL,STOP_LOSS_FILLED,0.049164,,,2026-03-05T23:40:14+00:00,2026-03-06T06:57:43+00:00,,missing_exit_fill
2026-03-06,acc04,7,HUMAUSDT,17.05,1,4d83445f-6332-4b4c-b11a-36cdb54a7345,2026-03-05,2026-03-05T23:40:13+00:00,2026-03-06T07:40:13+08:00,1,419,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.016508,,,2026-03-05T23:40:14+00:00,2026-03-06T03:55:45+00:00,,missing_exit_fill
2026-03-06,acc04,8,ORCAUSDT,15.26,1,4d83445f-6332-4b4c-b11a-36cdb54a7345,2026-03-05,2026-03-05T23:40:13+00:00,2026-03-06T07:40:13+08:00,1,421,CLOSED_TIMEOUT,MAX_HOLD_EXCEEDED,1.005262339419,0.936,0.8909999999999999,2026-03-05T23:40:15+00:00,2026-03-07T23:10:35+00:00,11.36641998197594,entry_to_exit_fill
2026-03-06,acc04,9,DAMUSDT,14.77,1,4d83445f-6332-4b4c-b11a-36cdb54a7345,2026-03-05,2026-03-05T23:40:13+00:00,2026-03-06T07:40:13+08:00,1,423,CLOSED_SL,STOP_LOSS_FILLED,0.03519,,,2026-03-05T23:40:15+00:00,2026-03-06T14:47:44+00:00,,missing_exit_fill
2026-03-06,acc04,10,VELVETUSDT,13.92,1,4d83445f-6332-4b4c-b11a-36cdb54a7345,2026-03-05,2026-03-05T23:40:13+00:00,2026-03-06T07:40:13+08:00,0,,,,,,,,,,rank_symbol_not_opened
2026-03-07,acc01,1,UAIUSDT,58.38,1,d93d2682-7b01-457c-b044-5e44127d1532,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,434,CLOSED_SL,STOP_LOSS_FILLED,0.3481,,,2026-03-06T23:40:15+00:00,2026-03-07T04:05:35+00:00,,missing_exit_fill
2026-03-07,acc01,2,SIGNUSDT,40.03,1,d93d2682-7b01-457c-b044-5e44127d1532,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,436,CLOSED_SL,STOP_LOSS_FILLED,0.04821,,,2026-03-06T23:40:15+00:00,2026-03-07T05:17:35+00:00,,missing_exit_fill
2026-03-07,acc01,3,FLOWUSDT,27.5,1,d93d2682-7b01-457c-b044-5e44127d1532,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,439,CLOSED_SL,STOP_LOSS_FILLED,0.0435234432944,0.04198999999999999,,2026-03-06T23:40:15+00:00,2026-03-08T04:24:07+00:00,,missing_exit_fill
2026-03-07,acc01,4,TRIAUSDT,23.03,1,d93d2682-7b01-457c-b044-5e44127d1532,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,442,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.02196,,,2026-03-06T23:40:15+00:00,2026-03-07T03:55:35+00:00,,missing_exit_fill
2026-03-07,acc01,5,BEATUSDT,20.45,1,d93d2682-7b01-457c-b044-5e44127d1532,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,444,CLOSED_SL,STOP_LOSS_FILLED,0.3456,,,2026-03-06T23:40:15+00:00,2026-03-07T04:56:35+00:00,,missing_exit_fill
2026-03-07,acc01,6,BANANAS31USDT,19.35,1,d93d2682-7b01-457c-b044-5e44127d1532,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,446,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.006363,,,2026-03-06T23:40:15+00:00,2026-03-07T03:55:35+00:00,,missing_exit_fill
2026-03-07,acc01,7,LABUSDT,18.12,1,d93d2682-7b01-457c-b044-5e44127d1532,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,449,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.1642683564814,,,2026-03-06T23:40:15+00:00,2026-03-07T03:55:35+00:00,,missing_exit_fill
2026-03-07,acc01,8,APRUSDT,13.63,1,d93d2682-7b01-457c-b044-5e44127d1532,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,452,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.1136282507987,,,2026-03-06T23:40:15+00:00,2026-03-07T03:55:35+00:00,,missing_exit_fill
2026-03-07,acc01,9,RESOLVUSDT,13.1,1,d93d2682-7b01-457c-b044-5e44127d1532,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,455,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.0731213874614,,,2026-03-06T23:40:15+00:00,2026-03-07T03:55:35+00:00,,missing_exit_fill
2026-03-07,acc01,10,SPACEUSDT,12.47,1,d93d2682-7b01-457c-b044-5e44127d1532,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,457,CLOSED_SL,STOP_LOSS_FILLED,0.007875,,,2026-03-06T23:40:15+00:00,2026-03-07T15:59:35+00:00,,missing_exit_fill
2026-03-07,acc02,1,UAIUSDT,58.38,1,a155a5f7-f8e0-4b7d-bcd9-c66d78ee8b95,2026-03-06,2026-03-06T23:45:00+00:00,2026-03-07T07:45:00+08:00,1,464,CLOSED_SL,STOP_LOSS_FILLED,0.3492,,,2026-03-06T23:45:32+00:00,2026-03-07T04:05:35+00:00,,missing_exit_fill
2026-03-07,acc02,2,SIGNUSDT,40.03,1,a155a5f7-f8e0-4b7d-bcd9-c66d78ee8b95,2026-03-06,2026-03-06T23:45:00+00:00,2026-03-07T07:45:00+08:00,1,465,CLOSED_SL,STOP_LOSS_FILLED,0.04823,,,2026-03-06T23:46:02+00:00,2026-03-07T05:17:35+00:00,,missing_exit_fill
2026-03-07,acc02,3,FLOWUSDT,27.5,1,a155a5f7-f8e0-4b7d-bcd9-c66d78ee8b95,2026-03-06,2026-03-06T23:45:00+00:00,2026-03-07T07:45:00+08:00,1,466,CLOSED_SL,STOP_LOSS_FILLED,0.0436953470702,0.04197,,2026-03-06T23:46:32+00:00,2026-03-08T04:24:07+00:00,,missing_exit_fill
2026-03-07,acc02,4,TRIAUSDT,23.03,1,a155a5f7-f8e0-4b7d-bcd9-c66d78ee8b95,2026-03-06,2026-03-06T23:45:00+00:00,2026-03-07T07:45:00+08:00,1,467,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.02187,,,2026-03-06T23:47:02+00:00,2026-03-07T03:55:35+00:00,,missing_exit_fill
2026-03-07,acc02,5,BEATUSDT,20.45,1,a155a5f7-f8e0-4b7d-bcd9-c66d78ee8b95,2026-03-06,2026-03-06T23:45:00+00:00,2026-03-07T07:45:00+08:00,1,468,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.3441352791878,,,2026-03-06T23:47:32+00:00,2026-03-07T03:55:35+00:00,,missing_exit_fill
2026-03-07,acc02,6,BANANAS31USDT,19.35,1,a155a5f7-f8e0-4b7d-bcd9-c66d78ee8b95,2026-03-06,2026-03-06T23:45:00+00:00,2026-03-07T07:45:00+08:00,1,469,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.0062855052386,,,2026-03-06T23:48:02+00:00,2026-03-07T03:55:35+00:00,,missing_exit_fill
2026-03-07,acc02,7,LABUSDT,18.12,1,a155a5f7-f8e0-4b7d-bcd9-c66d78ee8b95,2026-03-06,2026-03-06T23:45:00+00:00,2026-03-07T07:45:00+08:00,1,470,CLOSED_SL,STOP_LOSS_FILLED,0.1636021748634,0.15072,,2026-03-06T23:48:32+00:00,2026-03-08T04:22:07+00:00,,missing_exit_fill
2026-03-07,acc02,8,APRUSDT,13.63,1,a155a5f7-f8e0-4b7d-bcd9-c66d78ee8b95,2026-03-06,2026-03-06T23:45:00+00:00,2026-03-07T07:45:00+08:00,1,471,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.1137527773144,,,2026-03-06T23:49:02+00:00,2026-03-07T03:55:35+00:00,,missing_exit_fill
2026-03-07,acc02,9,RESOLVUSDT,13.1,1,a155a5f7-f8e0-4b7d-bcd9-c66d78ee8b95,2026-03-06,2026-03-06T23:45:00+00:00,2026-03-07T07:45:00+08:00,1,472,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.0729,,,2026-03-06T23:49:32+00:00,2026-03-07T03:55:35+00:00,,missing_exit_fill
2026-03-07,acc02,10,SPACEUSDT,12.47,1,a155a5f7-f8e0-4b7d-bcd9-c66d78ee8b95,2026-03-06,2026-03-06T23:45:00+00:00,2026-03-07T07:45:00+08:00,1,473,CLOSED_SL,STOP_LOSS_FILLED,0.007937,,,2026-03-06T23:50:32+00:00,2026-03-07T15:59:35+00:00,,missing_exit_fill
2026-03-07,acc03,1,UAIUSDT,58.38,1,91440d28-482a-471d-9699-49ce6fc07cd9,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,435,CLOSED_SL,STOP_LOSS_FILLED,0.3481,,,2026-03-06T23:40:15+00:00,2026-03-07T04:05:35+00:00,,missing_exit_fill
2026-03-07,acc03,2,SIGNUSDT,40.03,1,91440d28-482a-471d-9699-49ce6fc07cd9,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,438,CLOSED_SL,STOP_LOSS_FILLED,0.0482098668033,,,2026-03-06T23:40:15+00:00,2026-03-07T05:17:35+00:00,,missing_exit_fill
2026-03-07,acc03,3,FLOWUSDT,27.5,1,91440d28-482a-471d-9699-49ce6fc07cd9,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,441,CLOSED_SL,STOP_LOSS_FILLED,0.0436903889043,,,2026-03-06T23:40:15+00:00,2026-03-08T04:24:07+00:00,,missing_exit_fill
2026-03-07,acc03,4,TRIAUSDT,23.03,1,91440d28-482a-471d-9699-49ce6fc07cd9,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,445,CLOSED_SL,STOP_LOSS_FILLED,0.0219582724871,,,2026-03-06T23:40:15+00:00,2026-03-07T08:29:35+00:00,,missing_exit_fill
2026-03-07,acc03,5,BEATUSDT,20.45,1,91440d28-482a-471d-9699-49ce6fc07cd9,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,448,CLOSED_SL,STOP_LOSS_FILLED,0.3456,,,2026-03-06T23:40:15+00:00,2026-03-07T04:56:35+00:00,,missing_exit_fill
2026-03-07,acc03,6,BANANAS31USDT,19.35,1,91440d28-482a-471d-9699-49ce6fc07cd9,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,450,CLOSED_SL,STOP_LOSS_FILLED,0.006363,,,2026-03-06T23:40:15+00:00,2026-03-07T04:28:35+00:00,,missing_exit_fill
2026-03-07,acc03,7,LABUSDT,18.12,1,91440d28-482a-471d-9699-49ce6fc07cd9,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,453,CLOSED_SL,STOP_LOSS_FILLED,0.1634048959475,0.15079000000000004,,2026-03-06T23:40:15+00:00,2026-03-08T04:22:07+00:00,,missing_exit_fill
2026-03-07,acc03,8,APRUSDT,13.63,1,91440d28-482a-471d-9699-49ce6fc07cd9,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,456,CLOSED_SL,STOP_LOSS_FILLED,0.1135583306452,,0.11617,2026-03-06T23:40:15+00:00,2026-03-08T04:31:07+00:00,-2.299848315805076,entry_to_exit_fill
2026-03-07,acc03,9,RESOLVUSDT,13.1,1,91440d28-482a-471d-9699-49ce6fc07cd9,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,459,CLOSED_SL,STOP_LOSS_FILLED,0.0731116078838,,,2026-03-06T23:40:15+00:00,2026-03-07T04:02:36+00:00,,missing_exit_fill
2026-03-07,acc03,10,SPACEUSDT,12.47,1,91440d28-482a-471d-9699-49ce6fc07cd9,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,461,CLOSED_SL,STOP_LOSS_FILLED,0.007875,,,2026-03-06T23:40:15+00:00,2026-03-07T15:59:35+00:00,,missing_exit_fill
2026-03-07,acc04,1,UAIUSDT,58.38,1,874eac5f-c09e-4028-9439-8e0376c2cb8f,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,437,CLOSED_SL,STOP_LOSS_FILLED,0.3480413533835,,,2026-03-06T23:40:15+00:00,2026-03-07T04:05:35+00:00,,missing_exit_fill
2026-03-07,acc04,2,SIGNUSDT,40.03,1,874eac5f-c09e-4028-9439-8e0376c2cb8f,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,440,CLOSED_SL,STOP_LOSS_FILLED,0.0482,,,2026-03-06T23:40:15+00:00,2026-03-07T05:17:35+00:00,,missing_exit_fill
2026-03-07,acc04,3,FLOWUSDT,27.5,1,874eac5f-c09e-4028-9439-8e0376c2cb8f,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,443,CLOSED_SL,STOP_LOSS_FILLED,0.0435133515093,0.04198999999999999,,2026-03-06T23:40:15+00:00,2026-03-08T04:24:07+00:00,,missing_exit_fill
2026-03-07,acc04,4,TRIAUSDT,23.03,1,874eac5f-c09e-4028-9439-8e0376c2cb8f,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,447,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.02195,,,2026-03-06T23:40:15+00:00,2026-03-07T03:55:36+00:00,,missing_exit_fill
2026-03-07,acc04,5,BEATUSDT,20.45,1,874eac5f-c09e-4028-9439-8e0376c2cb8f,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,451,CLOSED_SL,STOP_LOSS_FILLED,0.3456,,,2026-03-06T23:40:15+00:00,2026-03-07T04:56:35+00:00,,missing_exit_fill
2026-03-07,acc04,6,BANANAS31USDT,19.35,1,874eac5f-c09e-4028-9439-8e0376c2cb8f,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,454,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.006363,,,2026-03-06T23:40:15+00:00,2026-03-07T03:55:36+00:00,,missing_exit_fill
2026-03-07,acc04,7,LABUSDT,18.12,1,874eac5f-c09e-4028-9439-8e0376c2cb8f,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,458,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.1641514761905,,,2026-03-06T23:40:15+00:00,2026-03-07T03:55:36+00:00,,missing_exit_fill
2026-03-07,acc04,8,APRUSDT,13.63,1,874eac5f-c09e-4028-9439-8e0376c2cb8f,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,460,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.1135434182416,,,2026-03-06T23:40:15+00:00,2026-03-07T03:55:36+00:00,,missing_exit_fill
2026-03-07,acc04,9,RESOLVUSDT,13.1,1,874eac5f-c09e-4028-9439-8e0376c2cb8f,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,462,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.0731086303543,,,2026-03-06T23:40:15+00:00,2026-03-07T03:55:36+00:00,,missing_exit_fill
2026-03-07,acc04,10,SPACEUSDT,12.47,1,874eac5f-c09e-4028-9439-8e0376c2cb8f,2026-03-06,2026-03-06T23:40:15+00:00,2026-03-07T07:40:15+08:00,1,463,CLOSED_SL,STOP_LOSS_FILLED,0.007875,,,2026-03-06T23:40:15+00:00,2026-03-07T15:59:36+00:00,,missing_exit_fill
2026-03-08,acc01,1,DEGOUSDT,37.59,1,ba4e15c9-1d7f-48e3-8593-469b1e7efa45,2026-03-07,2026-03-07T23:40:13+00:00,2026-03-08T07:40:13+08:00,1,474,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.3692357793765,,,2026-03-07T23:40:13+00:00,2026-03-08T03:55:07+00:00,,missing_exit_fill
2026-03-08,acc01,2,RESOLVUSDT,19.14,1,ba4e15c9-1d7f-48e3-8593-469b1e7efa45,2026-03-07,2026-03-07T23:40:13+00:00,2026-03-08T07:40:13+08:00,1,475,CLOSED_SL,STOP_LOSS_FILLED,0.08642,,,2026-03-07T23:40:13+00:00,2026-03-08T09:03:07+00:00,,missing_exit_fill
2026-03-08,acc01,3,MLNUSDT,18.7,1,ba4e15c9-1d7f-48e3-8593-469b1e7efa45,2026-03-07,2026-03-07T23:40:13+00:00,2026-03-08T07:40:13+08:00,1,476,CLOSED_SL,STOP_LOSS_FILLED,3.753,,3.495,2026-03-07T23:40:13+00:00,2026-03-09T16:20:04+00:00,6.874500399680255,entry_to_exit_fill
2026-03-08,acc01,4,BANANAUSDT,15.23,1,ba4e15c9-1d7f-48e3-8593-469b1e7efa45,2026-03-07,2026-03-07T23:40:13+00:00,2026-03-08T07:40:13+08:00,1,478,CLOSED_SL,STOP_LOSS_FILLED,4.829457142857,,,2026-03-07T23:40:13+00:00,2026-03-08T08:29:08+00:00,,missing_exit_fill
2026-03-08,acc01,5,KAVAUSDT,13.82,1,ba4e15c9-1d7f-48e3-8593-469b1e7efa45,2026-03-07,2026-03-07T23:40:13+00:00,2026-03-08T07:40:13+08:00,1,479,CLOSED_SL,STOP_LOSS_FILLED,0.0658,,,2026-03-07T23:40:13+00:00,2026-03-08T05:41:07+00:00,,missing_exit_fill
2026-03-08,acc01,6,HANAUSDT,13.27,1,ba4e15c9-1d7f-48e3-8593-469b1e7efa45,2026-03-07,2026-03-07T23:40:13+00:00,2026-03-08T07:40:13+08:00,1,481,CLOSED_SL,STOP_LOSS_FILLED,0.0398224405378,,,2026-03-07T23:40:13+00:00,2026-03-09T05:57:04+00:00,,missing_exit_fill
2026-03-08,acc01,7,BANANAS31USDT,12.26,1,ba4e15c9-1d7f-48e3-8593-469b1e7efa45,2026-03-07,2026-03-07T23:40:13+00:00,2026-03-08T07:40:13+08:00,1,483,CLOSED_SL,STOP_LOSS_FILLED,0.0070405158458,,,2026-03-07T23:40:13+00:00,2026-03-08T13:10:07+00:00,,missing_exit_fill
2026-03-08,acc01,8,AKTUSDT,11.03,1,ba4e15c9-1d7f-48e3-8593-469b1e7efa45,2026-03-07,2026-03-07T23:40:13+00:00,2026-03-08T07:40:13+08:00,1,485,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.3917,,,2026-03-07T23:40:13+00:00,2026-03-08T03:55:07+00:00,,missing_exit_fill
2026-03-08,acc01,9,COLLECTUSDT,10.73,1,ba4e15c9-1d7f-48e3-8593-469b1e7efa45,2026-03-07,2026-03-07T23:40:13+00:00,2026-03-08T07:40:13+08:00,1,488,CLOSED_SL,STOP_LOSS_FILLED,0.04045,,,2026-03-07T23:40:14+00:00,2026-03-08T09:51:07+00:00,,missing_exit_fill
2026-03-08,acc01,10,LYNUSDT,10.51,1,ba4e15c9-1d7f-48e3-8593-469b1e7efa45,2026-03-07,2026-03-07T23:40:13+00:00,2026-03-08T07:40:13+08:00,1,490,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.3245713263158,,,2026-03-07T23:40:14+00:00,2026-03-08T03:55:08+00:00,,missing_exit_fill
2026-03-08,acc02,1,DEGOUSDT,37.59,1,07780fc7-cd43-4158-9ef5-a67a72c256c7,2026-03-07,2026-03-07T23:45:00+00:00,2026-03-08T07:45:00+08:00,1,504,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.3696,,,2026-03-07T23:45:30+00:00,2026-03-08T03:55:07+00:00,,missing_exit_fill
2026-03-08,acc02,2,RESOLVUSDT,19.14,1,07780fc7-cd43-4158-9ef5-a67a72c256c7,2026-03-07,2026-03-07T23:45:00+00:00,2026-03-08T07:45:00+08:00,1,505,CLOSED_SL,STOP_LOSS_FILLED,0.0856027534418,,,2026-03-07T23:46:00+00:00,2026-03-08T09:03:07+00:00,,missing_exit_fill
2026-03-08,acc02,3,MLNUSDT,18.7,1,07780fc7-cd43-4158-9ef5-a67a72c256c7,2026-03-07,2026-03-07T23:45:00+00:00,2026-03-08T07:45:00+08:00,1,506,CLOSED_SL,STOP_LOSS_FILLED,3.761948968512,,,2026-03-07T23:46:30+00:00,2026-03-09T16:20:04+00:00,,missing_exit_fill
2026-03-08,acc02,4,BANANAUSDT,15.23,1,07780fc7-cd43-4158-9ef5-a67a72c256c7,2026-03-07,2026-03-07T23:45:00+00:00,2026-03-08T07:45:00+08:00,1,507,CLOSED_SL,STOP_LOSS_FILLED,4.769,,,2026-03-07T23:47:00+00:00,2026-03-08T08:29:08+00:00,,missing_exit_fill
2026-03-08,acc02,5,KAVAUSDT,13.82,1,07780fc7-cd43-4158-9ef5-a67a72c256c7,2026-03-07,2026-03-07T23:45:00+00:00,2026-03-08T07:45:00+08:00,1,508,CLOSED_SL,STOP_LOSS_FILLED,0.0661,,,2026-03-07T23:47:30+00:00,2026-03-08T05:41:07+00:00,,missing_exit_fill
2026-03-08,acc02,6,HANAUSDT,13.27,1,07780fc7-cd43-4158-9ef5-a67a72c256c7,2026-03-07,2026-03-07T23:45:00+00:00,2026-03-08T07:45:00+08:00,1,509,CLOSED_SL,STOP_LOSS_FILLED,0.0397552610326,,,2026-03-07T23:48:00+00:00,2026-03-09T05:57:04+00:00,,missing_exit_fill
2026-03-08,acc02,7,BANANAS31USDT,12.26,1,07780fc7-cd43-4158-9ef5-a67a72c256c7,2026-03-07,2026-03-07T23:45:00+00:00,2026-03-08T07:45:00+08:00,1,510,CLOSED_SL,STOP_LOSS_FILLED,0.0070458027551,,,2026-03-07T23:48:30+00:00,2026-03-08T13:10:07+00:00,,missing_exit_fill
2026-03-08,acc02,8,AKTUSDT,11.03,1,07780fc7-cd43-4158-9ef5-a67a72c256c7,2026-03-07,2026-03-07T23:45:00+00:00,2026-03-08T07:45:00+08:00,1,511,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.3929396825397,,,2026-03-07T23:49:00+00:00,2026-03-08T03:55:07+00:00,,missing_exit_fill
2026-03-08,acc02,9,COLLECTUSDT,10.73,1,07780fc7-cd43-4158-9ef5-a67a72c256c7,2026-03-07,2026-03-07T23:45:00+00:00,2026-03-08T07:45:00+08:00,1,512,CLOSED_SL,STOP_LOSS_FILLED,0.040293983026,,,2026-03-07T23:49:30+00:00,2026-03-08T09:51:07+00:00,,missing_exit_fill
2026-03-08,acc02,10,LYNUSDT,10.51,1,07780fc7-cd43-4158-9ef5-a67a72c256c7,2026-03-07,2026-03-07T23:45:00+00:00,2026-03-08T07:45:00+08:00,1,513,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.3274120422536,,,2026-03-07T23:50:01+00:00,2026-03-08T03:55:08+00:00,,missing_exit_fill
2026-03-08,acc03,1,DEGOUSDT,37.59,1,ab9b1eca-09cf-41b7-b18a-864cd8f2c6f1,2026-03-07,2026-03-07T23:40:13+00:00,2026-03-08T07:40:13+08:00,1,484,CLOSED_SL,STOP_LOSS_FILLED,0.3692,,,2026-03-07T23:40:13+00:00,2026-03-08T06:15:07+00:00,,missing_exit_fill
2026-03-08,acc03,2,RESOLVUSDT,19.14,1,ab9b1eca-09cf-41b7-b18a-864cd8f2c6f1,2026-03-07,2026-03-07T23:40:13+00:00,2026-03-08T07:40:13+08:00,1,487,CLOSED_SL,STOP_LOSS_FILLED,0.08642,,,2026-03-07T23:40:14+00:00,2026-03-08T09:03:07+00:00,,missing_exit_fill
2026-03-08,acc03,3,MLNUSDT,18.7,1,ab9b1eca-09cf-41b7-b18a-864cd8f2c6f1,2026-03-07,2026-03-07T23:40:13+00:00,2026-03-08T07:40:13+08:00,1,491,CLOSED_SL,STOP_LOSS_FILLED,3.753,,,2026-03-07T23:40:14+00:00,2026-03-09T16:20:04+00:00,,missing_exit_fill
2026-03-08,acc03,4,BANANAUSDT,15.23,1,ab9b1eca-09cf-41b7-b18a-864cd8f2c6f1,2026-03-07,2026-03-07T23:40:13+00:00,2026-03-08T07:40:13+08:00,1,493,CLOSED_SL,STOP_LOSS_FILLED,4.831,,,2026-03-07T23:40:14+00:00,2026-03-08T08:29:08+00:00,,missing_exit_fill
2026-03-08,acc03,5,KAVAUSDT,13.82,1,ab9b1eca-09cf-41b7-b18a-864cd8f2c6f1,2026-03-07,2026-03-07T23:40:13+00:00,2026-03-08T07:40:13+08:00,1,495,CLOSED_SL,STOP_LOSS_FILLED,0.0658,,,2026-03-07T23:40:14+00:00,2026-03-08T05:41:07+00:00,,missing_exit_fill
2026-03-08,acc03,6,HANAUSDT,13.27,1,ab9b1eca-09cf-41b7-b18a-864cd8f2c6f1,2026-03-07,2026-03-07T23:40:13+00:00,2026-03-08T07:40:13+08:00,1,497,CLOSED_SL,STOP_LOSS_FILLED,0.0398357258298,,,2026-03-07T23:40:14+00:00,2026-03-09T05:57:04+00:00,,missing_exit_fill
2026-03-08,acc03,7,BANANAS31USDT,12.26,1,ab9b1eca-09cf-41b7-b18a-864cd8f2c6f1,2026-03-07,2026-03-07T23:40:13+00:00,2026-03-08T07:40:13+08:00,1,500,CLOSED_SL,STOP_LOSS_FILLED,0.0070390023481,,,2026-03-07T23:40:14+00:00,2026-03-08T13:10:07+00:00,,missing_exit_fill
2026-03-08,acc03,8,AKTUSDT,11.03,1,ab9b1eca-09cf-41b7-b18a-864cd8f2c6f1,2026-03-07,2026-03-07T23:40:13+00:00,2026-03-08T07:40:13+08:00,1,501,CLOSED_TIMEOUT,MAX_HOLD_EXCEEDED,0.3917,,0.379338088485536,2026-03-07T23:40:14+00:00,2026-03-09T23:11:04+00:00,3.1559641344048956,entry_to_exit_fill
2026-03-08,acc03,9,COLLECTUSDT,10.73,1,ab9b1eca-09cf-41b7-b18a-864cd8f2c6f1,2026-03-07,2026-03-07T23:40:13+00:00,2026-03-08T07:40:13+08:00,1,502,CLOSED_SL,STOP_LOSS_FILLED,0.04043,,,2026-03-07T23:40:14+00:00,2026-03-08T09:51:07+00:00,,missing_exit_fill
2026-03-08,acc03,10,LYNUSDT,10.51,1,ab9b1eca-09cf-41b7-b18a-864cd8f2c6f1,2026-03-07,2026-03-07T23:40:13+00:00,2026-03-08T07:40:13+08:00,1,503,CLOSED_SL,STOP_LOSS_FILLED,0.3244377230047,,,2026-03-07T23:40:14+00:00,2026-03-08T06:15:07+00:00,,missing_exit_fill
2026-03-08,acc04,1,DEGOUSDT,37.59,1,14425cec-c416-4f70-b095-95cf2e13436c,2026-03-07,2026-03-07T23:40:13+00:00,2026-03-08T07:40:13+08:00,1,477,CLOSED_EXTERNAL,SHORT_POSITION_NOT_FOUND,0.3692,,,2026-03-07T23:40:13+00:00,2026-03-08T03:55:08+00:00,,missing_exit_fill
2026-03-08,acc04,2,RESOLVUSDT,19.14,1,14425cec-c416-4f70-b095-95cf2e13436c,2026-03-07,2026-03-07T23:40:13+00:00,2026-03-08T07:40:13+08:00,1,480,CLOSED_SL,STOP_LOSS_FILLED,0.08642,,,2026-03-07T23:40:13+00:00,2026-03-08T09:03:07+00:00,,missing_exit_fill
